Id_studenta	Imie	Nazwisko	Uczelnia	id_uczelni	Miasto	Kod_pocztowy	Rok_studiow	Dochod_na_osobe
1474	Marcin	Budzisz	Politechnika Informatyczno-Elektroniczna	3	Gliwice	11-608	I	1837
1475	Adrianna	Tarara	Uniwersytet Ekonomiczny	2	Katowice	72-241	II	3255
1476	Anna	Marchlewska	Uniwersytet Królewski	2	Miko³ów	96-497	I	385
1477	Kamil	Tusinski	Uniwersytet Królewski	4	Olszyna	69-786	IV	1663
1478	Mateusz	Pyla	Uniwersytet Królewski	5	Chalupki	70-071	III	2902
1479	Halina	Fido	Politechnika Informatyczno-Elektroniczna	5	Œwiêtoch³owice	38-932	IV	3069
1480	Magdalena	Sznyrowska	Politechnika Informatyczno-Elektroniczna	5	Siemianowice Sl¹skie	09-006	I	1096
1481	Martyn	Milek	Politechnika Królewska	2	Józefów	40-643	IV	1363
1482	Janina	Ciechanowicz	Uniwersytet Ekonomiczny	2	Katowice	72-241	I	2829
1483	Alicja	Chrzan	Uniwersytet Rolniczy	3	Halinów	33-056	I	1489
1484	Andrzej	Bawar	Uniwersytet Królewski	4	Tworóg	62-560	I	1189
1485	Patryk	Barcikowski	Politechnika Informatyczno-Elektroniczna	8	D¹browa Górnicza	75-727	I	2031
1486	Ewelina	Marzec	Politechnika Informatyczno-Elektroniczna	5	Szczekociny	66-008	II	1993
1487	Laura	Ochota	Uniwersytet Królewski	2	Wodzis³aw Sl¹ski	83-544	I	1622
1488	Ewelina	Chojna	Uniwersytet Pedagogiczny	2	Alwernia	27-938	I	355
1489	Zbigniew	Fijas	Politechnika Informatyczno-Elektroniczna	5	Rajcza	18-286	II	2746
1490	Grazyna	Sikorowicz	Politechnika Informatyczno-Elektroniczna	7	Tychy	76-939	I	505
1491	Ireneusz	Szydlak	Politechnika Informatyczno-Elektroniczna	2	Tychy	76-939	II	1971
1492	Malgorzata	Bronicz	Uniwersytet Królewski	2	E³k	05-563	I	2290
1493	Paulina	Malecka	Wy¿sza Szko³a Techniczna	2	Giera³towice	04-834	I	2037
1494	Krystian	Dunaj	Politechnika Informatyczno-Elektroniczna	5	Trzebinia	26-607	V	2634
1495	Zbigniew	Milion	Uniwersytet Rolniczy	10	Bytom	80-339	II	545
1496	Alan	Nieszporek	Politechnika Informatyczno-Elektroniczna	2	Myszków	91-786	I	1921
1497	Wanda	Barabasz	Politechnika Królewska	8	Tarnów	87-348	II	1227
1498	Dawid	Adamek	Politechnika Informatyczno-Elektroniczna	2	Jas³o	92-050	I	1512
1499	Ewa	Malkowska	Politechnika Informatyczno-Elektroniczna	3	Je¿ewo	53-780	I	1388
1500	Paulina	Andruszewska	Politechnika Informatyczno-Elektroniczna	2	Na³êczów	83-630	I	766
1501	Elzbieta	Kosinska	Politechnika Informatyczno-Elektroniczna	2	Legnica	58-930	I	2455
1502	Artur	Biankowski	Uniwersytet Królewski	2	Radom	43-586	I	577
1503	Malgorzata	Podsiadlo	Politechnika Informatyczno-Elektroniczna	2	Daszyna	43-141	I	1164
1504	Wioletta	Oliwa	Uniwersytet Królewski	5	Gubin	94-706	III	762
1505	Eustachy	Czyrnek	Politechnika Informatyczno-Elektroniczna	2	Kêdzierzyn-KoŸle	81-133	IV	536
1506	Boguslawa	Kowalska	Politechnika Informatyczno-Elektroniczna	5	Bochnia	89-362	III	2453
1507	Antoni	Rutkowski	Uniwersytet Królewski	2	Trzebinia	26-607	I	3173
1508	Michal	Kowalski	Politechnika Informatyczno-Elektroniczna	2	Bêdzin	69-501	V	2706
1509	Agnieszka	Æmiel	Politechnika Królewska	5	Sucha Beskidzka	98-902	I	2319
1510	Wieslaw	Helski	Politechnika Informatyczno-Elektroniczna	2	Walce	28-103	II	534
1511	Aleksy	Domagalik	Uniwersytet Ekonomiczny	3	Bia³ystok	54-632	II	1749
1512	Katarzyna	Ogrodniczak	Uniwersytet Pedagogiczny	2	Warszawa	83-294	III	1421
1513	Maciej	Kaminski	Politechnika Informatyczno-Elektroniczna	4	Dobre Miasto	52-964	III	1509
1514	Bronislaw	Chwala	Uniwersytet Królewski	7	Trzebinia	26-607	I	1032
1515	Jozafat	Marcinkiewicz	Politechnika Informatyczno-Elektroniczna	2	Gostyñ	97-023	III	3054
1516	Miron	Mewa	Uniwersytet Królewski	5	K³omnice	43-045	V	2311
1517	Zofia	Piwowarczyk	Akademia Sztuk Piêknych	2	Nysa	72-297	V	1206
1518	Jakub	Grzybowski	Uniwersytet Pedagogiczny	5	Kielce	04-274	I	2915
1519	Janusz	Kowalonek	Uniwersytet Pedagogiczny	1	Gliwice	11-608	II	1974
1520	Teresa	Wrobel	Politechnika Królewska	7	Nowy S¹cz	62-813	IV	2341
1521	Karolina	Kryniewska	Politechnika Królewska	7	Œwiêtoch³owice	38-932	I	795
1522	Sergiusz	Migdalowski	Uniwersytet Królewski	3	Katowice	72-241	IV	2008
1523	Tomasz	Gwozdziewicz	Politechnika Informatyczno-Elektroniczna	3	Grudzi¹dz	43-210	II	1995
1524	Ryszard	Lubaszka	Politechnika Informatyczno-Elektroniczna	5	Zakopane	00-995	II	1399
1525	Jakub	Wilinski	Politechnika Informatyczno-Elektroniczna	2	Œwiêtoch³owice	38-932	III	1525
1526	Tadeusz	Sienkiewicz	Politechnika Informatyczno-Elektroniczna	2	Skierniewice	18-665	II	3207
1527	Jakub	Hajdukiewicz	Uniwersytet Królewski	2	Sosnowiec	14-721	I	1627
1528	Ilona	Banasiewicz	Uniwersytet Królewski	2	Ogrodzieniec	82-082	I	2796
1529	Slawomir	Balcerowski	Politechnika Informatyczno-Elektroniczna	5	Sosnowiec	14-721	II	1236
1530	Tomasz	Witas	Politechnika Informatyczno-Elektroniczna	5	Wolbrom	46-174	II	2728
1531	Slawomir	Kominiarz	Uniwersytet Królewski	2	Tarnów	87-348	V	1882
1532	Krystyna	Damska	Politechnika Informatyczno-Elektroniczna	2	Tarnobrzeg	85-266	I	1502
1533	Jan	Oleksy	Politechnika Królewska	5	Ciechocinek	98-839	III	3180
1534	Agata	Najowicz	Uniwersytet Królewski	2	Prudnik	09-823	I	2951
1535	Agata	Rakulska	Uniwersytet Królewski	3	Na³êczów	83-630	I	1824
1536	Wiktor	Buczkowski	Uniwersytet Królewski	5	Bielsk Podlaski	96-087	II	1267
1537	Alicja	Kraus	Politechnika Królewska	5	Jaworzno	98-650	I	3162
1538	Michal	Polak	Uniwersytet Ekonomiczny	5	Warszawa	83-294	I	1720
1539	Henryk	Barylka	Politechnika Informatyczno-Elektroniczna	3	Rajcza	18-286	I	2909
1540	Barbara	Wolej	Politechnika Królewska	4	Nysa	72-297	I	1795
1541	Adelajda	Klimczyk	Uniwersytet Królewski	2	Siemianowice Sl¹skie	09-006	II	1932
1542	Kamil	Baranowski	Politechnika Informatyczno-Elektroniczna	3	Gieb³o	76-179	I	2743
1543	Dawid	Kruk	Politechnika Królewska	5	Olkusz	19-255	I	810
1544	Anna	Kowalska	Uniwersytet Królewski	2	Nysa	72-297	I	1612
1545	Robert	Zalewicz	Politechnika Królewska	3	Olkusz	19-255	II	784
1546	Rafal	Swiderski	Politechnika Królewska	5	Katowice	72-241	I	1310
1547	Edyta	Rebajn	Uniwersytet Pedagogiczny	3	Rybnik	24-983	I	801
1548	Klara	Sokolowska	Politechnika Królewska	3	Sucha Beskidzka	98-902	V	557
1549	Barbara	Josiak	Uniwersytet Królewski	7	Jaworzynka	56-921	I	3281
1550	Beata	Walczak	Uniwersytet Królewski	3	Œwiêtoch³owice	38-932	IV	986
1551	Beata	Rompalska	Uniwersytet Królewski	5	Katowice	72-241	I	2272
1552	Krystiana	Wolna	Politechnika Informatyczno-Elektroniczna	5	M³ynarze	72-438	III	2215
1553	Anna	Rozalska	Uniwersytet Królewski	5	Nysa	72-297	I	471
1554	Czeslaw	Kawa	Politechnika Informatyczno-Elektroniczna	2	Gliwice	11-608	I	3138
1555	Dorota	Lichwa	Politechnika Królewska	5	Istebna	22-654	I	1005
1556	Mateusz	Kozlowski	Akademia Sztuk Piêknych	2	Gorki Male	36-984	I	3332
1557	Mateusz	Ceglarz	Uniwersytet Ekonomiczny	3	Kêpice	66-251	I	771
1558	Andrzej	Balicki	Politechnika Informatyczno-Elektroniczna	1	Miko³ajki	83-977	I	2463
1559	Halina	Malewska	Uniwersytet Królewski	4	Warszawa	83-294	V	2999
1560	Bartosz	Pawlik	Akademia Sztuk Piêknych	2	Zakopane	00-995	I	2115
1561	Marek	Majcher	Politechnika Informatyczno-Elektroniczna	5	Gorzów Wielkopolski	78-003	I	3128
1562	Rafal	Wozny	Uniwersytet Królewski	1	Sobotka	16-386	II	1187
1563	Mieczyslaw	Zuchowski	Politechnika Informatyczno-Elektroniczna	2	Koniaków	34-607	I	1745
1564	Ziemowit	Szczepanski	Akademia Sztuk Piêknych	5	¯ywiec	00-137	III	1834
1565	Anna	Pankiewicz	Uniwersytet Królewski	2	Nowy S¹cz	62-813	I	2463
1566	Zbigniew	Ostrowski	Politechnika Informatyczno-Elektroniczna	1	Tychy	76-939	II	2095
1567	Daria	Antonkiewicz	Uniwersytet Królewski	5	Strzelce Opolskie	60-596	I	848
1568	Renata	Chyla	Politechnika Królewska	2	Myszków	91-786	II	3318
1569	Karina	Urban	Uniwersytet Królewski	5	Alwernia	27-938	II	1392
1570	Anna	Dudek	Akademia Sztuk Piêknych	3	¯ywiec	00-137	II	3196
1571	Piotr	Chwalek	Uniwersytet Sportu i Turystyki	5	Rajcza	18-286	I	982
1572	Zygfryd	Lechowski	Politechnika Informatyczno-Elektroniczna	1	Kleszczów	18-459	I	2032
1573	Irena	Calka	Uniwersytet Królewski	9	Bielsk Podlaski	96-087	I	3103
1574	Karol	Wiercioch	Politechnika Informatyczno-Elektroniczna	2	Bia³a Podlaska	00-425	III	1875
1575	Tomasz	Cwierz	Uniwersytet Królewski	5	Debrzno	03-065	IV	666
1576	Adam	Kanarek	Uniwersytet Ekonomiczny	2	Jelenia Góra	14-742	I	1134
1577	Beata	Tyliba	Uniwersytet Królewski	5	Toruñ	90-535	IV	3223
1578	Ewa	Bartosz	Akademia Sztuk Piêknych	4	Racibórz	00-355	I	2717
1579	Piotr	Smietanski	Politechnika Informatyczno-Elektroniczna	5	Jastrzêbie-Zdrój	51-394	IV	3233
1580	Slawomir	Malcharek	Politechnika Informatyczno-Elektroniczna	1	Olkusz	19-255	II	607
1581	Lechoslaw	Bitwa	Akademia Sztuk Piêknych	2	Wojkowice	84-273	I	1641
1582	Aleksander	Polak	Politechnika Informatyczno-Elektroniczna	2	Siewierz	65-885	I	1516
1583	Janusz	Kmicic	Politechnika Informatyczno-Elektroniczna	1	Bêdzin	69-501	I	1121
1584	Cezar	Pawlak	Politechnika Królewska	2	Bochnia	89-362	I	1693
1585	Mateusz	Symanski	Politechnika Informatyczno-Elektroniczna	2	Miko³ów	96-497	V	955
1586	Maria	Kazmierowska	Politechnika Informatyczno-Elektroniczna	3	Prudnik	09-823	I	859
1587	Mateusz	Szwaja	Uniwersytet Sportu i Turystyki	2	G³ubczyce	65-458	I	649
1588	Ewa	Laczna	Politechnika Królewska	2	Prudnik	09-823	V	2539
1589	Irena	Magiera	Politechnika Informatyczno-Elektroniczna	9	Tarnobrzeg	85-266	I	1898
1590	Pawel	Jakubowski	Uniwersytet Ekonomiczny	3	LódŸ	92-577	II	1145
1591	Karol	Szymanski	Politechnika Informatyczno-Elektroniczna	2	Kêpice	66-251	I	2706
1592	Adam	Nieweglowski	Uniwersytet Królewski	4	S³awków	42-081	I	2497
1593	Leszek	Kieslowski	Uniwersytet Królewski	2	Ciechanów	37-640	I	1190
1594	Piotr	Bielawa	Politechnika Królewska	5	Przasnysz	81-084	I	3047
1595	Konstantyn	Sokolowski	Politechnika Królewska	5	Lublin	79-726	III	1293
1596	Lech	Balickiewicz	Uniwersytet Królewski	3	Kielce	04-274	I	2987
1597	Marek	Kwolek	Politechnika Informatyczno-Elektroniczna	3	Ruda Sl¹ska	12-684	I	2982
1598	Anna	Galaszewska	Politechnika Informatyczno-Elektroniczna	5	Wojkowice	84-273	I	3016
1599	Agnieszka	Garbaczyk	Politechnika Informatyczno-Elektroniczna	2	Gostyñ	97-023	I	2910
1600	Laura	Cedro	Uniwersytet Królewski	2	Przemyœl	38-959	I	2764
1601	Rita	Pieczenczyk	Politechnika Informatyczno-Elektroniczna	2	¯ywiec	00-137	II	2229
1602	Waclawa	Borkowska	Politechnika Królewska	5	Szczyrk	75-361	I	1683
1603	Adrian	Melnik	Politechnika Informatyczno-Elektroniczna	2	Ogrodzieniec	82-082	I	424
1604	Anna	Czernicka	Politechnika Informatyczno-Elektroniczna	3	Hrebenne	37-873	I	2437
1605	Czeslaw	Balonski	Akademia Sztuk Piêknych	2	Miko³ów	96-497	I	629
1606	Agnieszka	Banczak	Politechnika Królewska	2	Dêbica	53-306	I	2368
1607	Oskar	Piekarski	Politechnika Królewska	1	Pilica	15-308	II	401
1608	Wieslaw	Mazurek	Politechnika Królewska	3	Radom	43-586	II	2574
1609	Walenty	Mondkiewicz	Politechnika Królewska	3	Nowy S¹cz	62-813	III	1793
1610	Mateusz	Felerski	Uniwersytet Królewski	3	Gubin	94-706	I	2355
1611	Roza	Zawodna	Uniwersytet Pedagogiczny	3	Gostyñ	97-023	III	2291
1612	Wladyslawa	Bijak	Politechnika Informatyczno-Elektroniczna	5	Wadowice	47-222	V	1271
1613	Bozena	Chechelska	Uniwersytet Królewski	7	Katowice	72-241	I	870
1614	Adam	Sasimski	Uniwersytet Pedagogiczny	2	Siewierz	65-885	I	2957
1615	Julianna	Abacka	Politechnika Królewska	5	Julianka	95-306	IV	2583
1616	Krzysztof	Chojnacki	Uniwersytet Królewski	7	Trzebinia	26-607	I	2422
